ROWID,Country,SourceYear,Harmonized System (HS) Code,Commodities,Import value of each commodity,Percentage share of each commodity ( % ),YearCode,Year
1962,India,2010-11,76,ALUMINIUM AND ARTICLES THEREOF,1012200.27,0.6013,2010,"Financial Year (Apr - Mar), 2010"
1963,India,2011-12,76,ALUMINIUM AND ARTICLES THEREOF,1417161.11,0.6042,2011,"Financial Year (Apr - Mar), 2011"
1964,India,2007-08,76,ALUMINIUM AND ARTICLES THEREOF,614859.13,0.6074,2007,"Financial Year (Apr - Mar), 2007"
1965,India,2006-07,76,ALUMINIUM AND ARTICLES THEREOF,531133.83,0.6319,2006,"Financial Year (Apr - Mar), 2006"
1966,India,2012-13,76,ALUMINIUM AND ARTICLES THEREOF,1744632.6,0.6536,2012,"Financial Year (Apr - Mar), 2012"
1967,India,2013-14,76,ALUMINIUM AND ARTICLES THEREOF,1863222.11,0.6862,2013,"Financial Year (Apr - Mar), 2013"
1968,India,2014-15,76,ALUMINIUM AND ARTICLES THEREOF,2287782.5,0.8358,2014,"Financial Year (Apr - Mar), 2014"
1969,India,1996-97,76,ALUMINIUM AND ARTICLES THEREOF,116944.13,0.8418,1996,"Financial Year (Apr - Mar), 1996"
1970,India,2015-16,76,ALUMINIUM AND ARTICLES THEREOF,2241930.43,0.9003,2015,"Financial Year (Apr - Mar), 2015"
1971,India,2016-17,76,ALUMINIUM AND ARTICLES THEREOF,2332594.58,0.9049,2016,"Financial Year (Apr - Mar), 2016"
1972,India,2019-20,76,ALUMINIUM AND ARTICLES THEREOF,3109455.14,0.9252,2019,"Financial Year (Apr - Mar), 2019"
1973,India,2017-18,76,ALUMINIUM AND ARTICLES THEREOF,2915466.13,0.9715,2017,"Financial Year (Apr - Mar), 2017"
1974,India,2021-22,76,ALUMINIUM AND ARTICLES THEREOF,4528877.4,0.9904,2021,"Financial Year (Apr - Mar), 2021"
1975,India,2020-21,76,ALUMINIUM AND ARTICLES THEREOF,2991261.48,1.0258,2020,"Financial Year (Apr - Mar), 2020"
1976,India,2018-19,76,ALUMINIUM AND ARTICLES THEREOF,3816626.4,1.0617,2018,"Financial Year (Apr - Mar), 2018"
1977,India,2000-01,78,LEAD AND ARTICLES THEREOF,17906.46,0.0776,2000,"Financial Year (Apr - Mar), 2000"
1978,India,1999-00,78,LEAD AND ARTICLES THEREOF,18473.17,0.0857,1999,"Financial Year (Apr - Mar), 1999"
1979,India,1996-97,78,LEAD AND ARTICLES THEREOF,12352.15,0.0889,1996,"Financial Year (Apr - Mar), 1996"
1980,India,1997-98,78,LEAD AND ARTICLES THEREOF,15232.93,0.0988,1997,"Financial Year (Apr - Mar), 1997"
1981,India,2001-02,78,LEAD AND ARTICLES THEREOF,24398.06,0.0995,2001,"Financial Year (Apr - Mar), 2001"
1982,India,2002-03,78,LEAD AND ARTICLES THEREOF,30363.45,0.1022,2002,"Financial Year (Apr - Mar), 2002"
1983,India,2012-13,78,LEAD AND ARTICLES THEREOF,277816.29,0.1041,2012,"Financial Year (Apr - Mar), 2012"
1984,India,1998-99,78,LEAD AND ARTICLES THEREOF,19577.57,0.1098,1998,"Financial Year (Apr - Mar), 1998"
1985,India,2013-14,78,LEAD AND ARTICLES THEREOF,313386.81,0.1154,2013,"Financial Year (Apr - Mar), 2013"
1986,India,2011-12,78,LEAD AND ARTICLES THEREOF,271001.04,0.1155,2011,"Financial Year (Apr - Mar), 2011"
1987,India,2021-22,78,LEAD AND ARTICLES THEREOF,529698.61,0.1158,2021,"Financial Year (Apr - Mar), 2021"
1988,India,2005-06,78,LEAD AND ARTICLES THEREOF,77765.5,0.1178,2005,"Financial Year (Apr - Mar), 2005"
1989,India,2003-04,78,LEAD AND ARTICLES THEREOF,45069.68,0.1255,2003,"Financial Year (Apr - Mar), 2003"
1990,India,2006-07,78,LEAD AND ARTICLES THEREOF,107188.13,0.1275,2006,"Financial Year (Apr - Mar), 2006"
1991,India,2015-16,78,LEAD AND ARTICLES THEREOF,321444.7,0.1291,2015,"Financial Year (Apr - Mar), 2015"
1992,India,2008-09,78,LEAD AND ARTICLES THEREOF,188780.87,0.1374,2008,"Financial Year (Apr - Mar), 2008"
1993,India,2004-05,78,LEAD AND ARTICLES THEREOF,70225.97,0.1402,2004,"Financial Year (Apr - Mar), 2004"
1994,India,2014-15,78,LEAD AND ARTICLES THEREOF,384673.63,0.1405,2014,"Financial Year (Apr - Mar), 2014"
1995,India,2019-20,78,LEAD AND ARTICLES THEREOF,499234.42,0.1485,2019,"Financial Year (Apr - Mar), 2019"
1996,India,2018-19,78,LEAD AND ARTICLES THEREOF,547549.13,0.1523,2018,"Financial Year (Apr - Mar), 2018"
1997,India,2007-08,78,LEAD AND ARTICLES THEREOF,157065.06,0.1552,2007,"Financial Year (Apr - Mar), 2007"
1998,India,2016-17,78,LEAD AND ARTICLES THEREOF,400656,0.1554,2016,"Financial Year (Apr - Mar), 2016"
1999,India,2020-21,78,LEAD AND ARTICLES THEREOF,458828.14,0.1574,2020,"Financial Year (Apr - Mar), 2020"
2000,India,2009-10,78,LEAD AND ARTICLES THEREOF,219844.98,0.1612,2009,"Financial Year (Apr - Mar), 2009"
2001,India,2010-11,78,LEAD AND ARTICLES THEREOF,275682.36,0.1638,2010,"Financial Year (Apr - Mar), 2010"
2002,India,2017-18,78,LEAD AND ARTICLES THEREOF,525037.61,0.175,2017,"Financial Year (Apr - Mar), 2017"
2003,India,2008-09,79,ZINC AND ARTICLES THEREOF,79772.78,0.058,2008,"Financial Year (Apr - Mar), 2008"
2004,India,2011-12,79,ZINC AND ARTICLES THEREOF,137047.56,0.0584,2011,"Financial Year (Apr - Mar), 2011"
2005,India,2013-14,79,ZINC AND ARTICLES THEREOF,174530.2,0.0643,2013,"Financial Year (Apr - Mar), 2013"
2006,India,2012-13,79,ZINC AND ARTICLES THEREOF,176235.04,0.066,2012,"Financial Year (Apr - Mar), 2012"
2007,India,2010-11,79,ZINC AND ARTICLES THEREOF,113022.11,0.0671,2010,"Financial Year (Apr - Mar), 2010"
2008,India,2009-10,79,ZINC AND ARTICLES THEREOF,134634.21,0.0987,2009,"Financial Year (Apr - Mar), 2009"
2009,India,2021-22,79,ZINC AND ARTICLES THEREOF,507225.43,0.1109,2021,"Financial Year (Apr - Mar), 2021"
2010,India,2020-21,79,ZINC AND ARTICLES THEREOF,343131.74,0.1177,2020,"Financial Year (Apr - Mar), 2020"
2011,India,2015-16,79,ZINC AND ARTICLES THEREOF,301283.66,0.121,2015,"Financial Year (Apr - Mar), 2015"
2012,India,2014-15,79,ZINC AND ARTICLES THEREOF,342919.4,0.1253,2014,"Financial Year (Apr - Mar), 2014"
2013,India,2007-08,79,ZINC AND ARTICLES THEREOF,129969.23,0.1284,2007,"Financial Year (Apr - Mar), 2007"
2014,India,2019-20,79,ZINC AND ARTICLES THEREOF,461539.95,0.1373,2019,"Financial Year (Apr - Mar), 2019"
2015,India,2004-05,79,ZINC AND ARTICLES THEREOF,72807.82,0.1453,2004,"Financial Year (Apr - Mar), 2004"
2016,India,2018-19,79,ZINC AND ARTICLES THEREOF,564630.16,0.1571,2018,"Financial Year (Apr - Mar), 2018"
2017,India,2002-03,79,ZINC AND ARTICLES THEREOF,48201.96,0.1622,2002,"Financial Year (Apr - Mar), 2002"
2018,India,2003-04,79,ZINC AND ARTICLES THEREOF,63594.76,0.1771,2003,"Financial Year (Apr - Mar), 2003"
2019,India,2017-18,79,ZINC AND ARTICLES THEREOF,533243.03,0.1777,2017,"Financial Year (Apr - Mar), 2017"
2020,India,2016-17,79,ZINC AND ARTICLES THEREOF,470565.46,0.1826,2016,"Financial Year (Apr - Mar), 2016"
2021,India,2000-01,79,ZINC AND ARTICLES THEREOF,43069.68,0.1866,2000,"Financial Year (Apr - Mar), 2000"
2022,India,1999-00,79,ZINC AND ARTICLES THEREOF,44098.55,0.2046,1999,"Financial Year (Apr - Mar), 1999"
2023,India,2001-02,79,ZINC AND ARTICLES THEREOF,51089.68,0.2084,2001,"Financial Year (Apr - Mar), 2001"
2024,India,2005-06,79,ZINC AND ARTICLES THEREOF,139317.43,0.211,2005,"Financial Year (Apr - Mar), 2005"
2025,India,1998-99,79,ZINC AND ARTICLES THEREOF,40784.85,0.2287,1998,"Financial Year (Apr - Mar), 1998"
2026,India,1996-97,79,ZINC AND ARTICLES THEREOF,36403.22,0.262,1996,"Financial Year (Apr - Mar), 1996"
2027,India,2006-07,79,ZINC AND ARTICLES THEREOF,246956.56,0.2938,2006,"Financial Year (Apr - Mar), 2006"
2028,India,1997-98,79,ZINC AND ARTICLES THEREOF,47465.55,0.3079,1997,"Financial Year (Apr - Mar), 1997"
2029,India,2003-04,80,TIN AND ARTICLES THEREOF,9770.92,0.0272,2003,"Financial Year (Apr - Mar), 2003"
2030,India,2005-06,80,TIN AND ARTICLES THEREOF,18918.98,0.0286,2005,"Financial Year (Apr - Mar), 2005"
2031,India,2002-03,80,TIN AND ARTICLES THEREOF,8515.26,0.0287,2002,"Financial Year (Apr - Mar), 2002"
2032,India,2006-07,80,TIN AND ARTICLES THEREOF,25468.14,0.0303,2006,"Financial Year (Apr - Mar), 2006"
2033,India,2004-05,80,TIN AND ARTICLES THEREOF,16648.7,0.0332,2004,"Financial Year (Apr - Mar), 2004"
2034,India,2008-09,80,TIN AND ARTICLES THEREOF,46862.82,0.0341,2008,"Financial Year (Apr - Mar), 2008"
2035,India,2012-13,80,TIN AND ARTICLES THEREOF,92542.71,0.0347,2012,"Financial Year (Apr - Mar), 2012"
2036,India,2007-08,80,TIN AND ARTICLES THEREOF,37273.52,0.0368,2007,"Financial Year (Apr - Mar), 2007"
2037,India,2011-12,80,TIN AND ARTICLES THEREOF,87890.35,0.0375,2011,"Financial Year (Apr - Mar), 2011"
2038,India,2009-10,80,TIN AND ARTICLES THEREOF,51484.47,0.0378,2009,"Financial Year (Apr - Mar), 2009"
2039,India,1999-00,80,TIN AND ARTICLES THEREOF,8216.39,0.0381,1999,"Financial Year (Apr - Mar), 1999"
2040,India,2000-01,80,TIN AND ARTICLES THEREOF,9726.38,0.0421,2000,"Financial Year (Apr - Mar), 2000"
2041,India,2001-02,80,TIN AND ARTICLES THEREOF,10375.98,0.0423,2001,"Financial Year (Apr - Mar), 2001"
2042,India,2010-11,80,TIN AND ARTICLES THEREOF,72580.73,0.0431,2010,"Financial Year (Apr - Mar), 2010"
2043,India,1998-99,80,TIN AND ARTICLES THEREOF,7742.33,0.0434,1998,"Financial Year (Apr - Mar), 1998"
2044,India,2018-19,80,TIN AND ARTICLES THEREOF,157807.5,0.0439,2018,"Financial Year (Apr - Mar), 2018"
2045,India,2016-17,80,TIN AND ARTICLES THEREOF,117149.66,0.0454,2016,"Financial Year (Apr - Mar), 2016"
2046,India,2019-20,80,TIN AND ARTICLES THEREOF,152544.06,0.0454,2019,"Financial Year (Apr - Mar), 2019"
2047,India,2014-15,80,TIN AND ARTICLES THEREOF,124857.58,0.0456,2014,"Financial Year (Apr - Mar), 2014"
2048,India,2020-21,80,TIN AND ARTICLES THEREOF,148481.35,0.0509,2020,"Financial Year (Apr - Mar), 2020"
2049,India,2015-16,80,TIN AND ARTICLES THEREOF,127367.92,0.0511,2015,"Financial Year (Apr - Mar), 2015"
2050,India,2017-18,80,TIN AND ARTICLES THEREOF,157755.28,0.0526,2017,"Financial Year (Apr - Mar), 2017"
2051,India,2013-14,80,TIN AND ARTICLES THEREOF,149656.78,0.0551,2013,"Financial Year (Apr - Mar), 2013"
2052,India,2021-22,80,TIN AND ARTICLES THEREOF,286966.67,0.0628,2021,"Financial Year (Apr - Mar), 2021"
2053,India,1997-98,80,TIN AND ARTICLES THEREOF,9712.35,0.063,1997,"Financial Year (Apr - Mar), 1997"
2054,India,1996-97,80,TIN AND ARTICLES THEREOF,12031.67,0.0866,1996,"Financial Year (Apr - Mar), 1996"
2055,India,2012-13,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,144990.72,0.0543,2012,"Financial Year (Apr - Mar), 2012"
2056,India,2010-11,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,96157.93,0.0571,2010,"Financial Year (Apr - Mar), 2010"
2057,India,2011-12,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,139387.05,0.0594,2011,"Financial Year (Apr - Mar), 2011"
2058,India,2013-14,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,170943.46,0.063,2013,"Financial Year (Apr - Mar), 2013"
2059,India,2015-16,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,168328.9,0.0676,2015,"Financial Year (Apr - Mar), 2015"
2060,India,2009-10,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,92630.53,0.0679,2009,"Financial Year (Apr - Mar), 2009"
2061,India,2014-15,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,191206.89,0.0699,2014,"Financial Year (Apr - Mar), 2014"
2062,India,2008-09,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,96666.88,0.0703,2008,"Financial Year (Apr - Mar), 2008"
2063,India,2016-17,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,187599.95,0.0728,2016,"Financial Year (Apr - Mar), 2016"
2064,India,2006-07,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,61685.43,0.0734,2006,"Financial Year (Apr - Mar), 2006"
2065,India,2007-08,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,78077.07,0.0771,2007,"Financial Year (Apr - Mar), 2007"
2066,India,2004-05,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,38725.66,0.0773,2004,"Financial Year (Apr - Mar), 2004"
2067,India,2005-06,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,51974.92,0.0787,2005,"Financial Year (Apr - Mar), 2005"
2068,India,2002-03,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,24159.59,0.0813,2002,"Financial Year (Apr - Mar), 2002"
2069,India,1999-00,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,17595.8,0.0816,1999,"Financial Year (Apr - Mar), 1999"
2070,India,2017-18,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,256427.64,0.0854,2017,"Financial Year (Apr - Mar), 2017"
2071,India,2020-21,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,250605.01,0.0859,2020,"Financial Year (Apr - Mar), 2020"
2072,India,2000-01,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,20286.94,0.0879,2000,"Financial Year (Apr - Mar), 2000"
2073,India,2019-20,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,302912.21,0.0901,2019,"Financial Year (Apr - Mar), 2019"
2074,India,2018-19,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,343560.08,0.0956,2018,"Financial Year (Apr - Mar), 2018"
2075,India,2001-02,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,23933,0.0976,2001,"Financial Year (Apr - Mar), 2001"
2076,India,2003-04,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,35296.42,0.0983,2003,"Financial Year (Apr - Mar), 2003"
2077,India,2021-22,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,472415.01,0.1033,2021,"Financial Year (Apr - Mar), 2021"
2078,India,1998-99,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,19946.09,0.1118,1998,"Financial Year (Apr - Mar), 1998"
2079,India,1997-98,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,19692.02,0.1277,1997,"Financial Year (Apr - Mar), 1997"
2080,India,1996-97,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,19833.16,0.1428,1996,"Financial Year (Apr - Mar), 1996"
2081,India,2009-10,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",205894.15,0.151,2009,"Financial Year (Apr - Mar), 2009"
2082,India,2010-11,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",287899.44,0.171,2010,"Financial Year (Apr - Mar), 2010"
2083,India,2012-13,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",471947.08,0.1768,2012,"Financial Year (Apr - Mar), 2012"
2084,India,2011-12,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",419120.33,0.1787,2011,"Financial Year (Apr - Mar), 2011"
2085,India,2008-09,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",249380.31,0.1814,2008,"Financial Year (Apr - Mar), 2008"
2086,India,2001-02,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",46116.24,0.1881,2001,"Financial Year (Apr - Mar), 2001"
2087,India,2007-08,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",190958.16,0.1886,2007,"Financial Year (Apr - Mar), 2007"
2088,India,2003-04,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",67934.99,0.1892,2003,"Financial Year (Apr - Mar), 2003"
2089,India,2002-03,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",57952.87,0.195,2002,"Financial Year (Apr - Mar), 2002"
2090,India,2006-07,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",163997.73,0.1951,2006,"Financial Year (Apr - Mar), 2006"
2091,India,2004-05,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",99543.54,0.1987,2004,"Financial Year (Apr - Mar), 2004"
2127,India,2020-21,83,MISCELLANEOUS ARTICLES OF BASE METAL,547604.87,0.1878,2020,"Financial Year (Apr - Mar), 2020"
2092,India,2005-06,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",133275.15,0.2018,2005,"Financial Year (Apr - Mar), 2005"
2093,India,2021-22,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",951202.38,0.208,2021,"Financial Year (Apr - Mar), 2021"
2094,India,2013-14,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",569362.66,0.2097,2013,"Financial Year (Apr - Mar), 2013"
2095,India,2016-17,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",554466.96,0.2151,2016,"Financial Year (Apr - Mar), 2016"
2096,India,2000-01,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",49751.07,0.2155,2000,"Financial Year (Apr - Mar), 2000"
2097,India,2017-18,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",678074.48,0.2259,2017,"Financial Year (Apr - Mar), 2017"
2098,India,1996-97,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",31879.84,0.2295,1996,"Financial Year (Apr - Mar), 1996"
2099,India,2014-15,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",629006.97,0.2298,2014,"Financial Year (Apr - Mar), 2014"
2100,India,2018-19,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",832462.35,0.2316,2018,"Financial Year (Apr - Mar), 2018"
2101,India,2015-16,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",589078.33,0.2365,2015,"Financial Year (Apr - Mar), 2015"
2102,India,2019-20,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",806096.78,0.2398,2019,"Financial Year (Apr - Mar), 2019"
2103,India,1997-98,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",38995.17,0.2529,1997,"Financial Year (Apr - Mar), 1997"
2104,India,2020-21,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",764829.29,0.2623,2020,"Financial Year (Apr - Mar), 2020"
2105,India,1998-99,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",52619.81,0.2951,1998,"Financial Year (Apr - Mar), 1998"
2106,India,1999-00,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL",72274.14,0.3353,1999,"Financial Year (Apr - Mar), 1999"
2107,India,1997-98,83,MISCELLANEOUS ARTICLES OF BASE METAL,11804.72,0.0766,1997,"Financial Year (Apr - Mar), 1997"
2108,India,1996-97,83,MISCELLANEOUS ARTICLES OF BASE METAL,10750.45,0.0774,1996,"Financial Year (Apr - Mar), 1996"
2109,India,2000-01,83,MISCELLANEOUS ARTICLES OF BASE METAL,18043.38,0.0782,2000,"Financial Year (Apr - Mar), 2000"
2110,India,1998-99,83,MISCELLANEOUS ARTICLES OF BASE METAL,14117.89,0.0792,1998,"Financial Year (Apr - Mar), 1998"
2111,India,2001-02,83,MISCELLANEOUS ARTICLES OF BASE METAL,20152.37,0.0822,2001,"Financial Year (Apr - Mar), 2001"
2112,India,2002-03,83,MISCELLANEOUS ARTICLES OF BASE METAL,24742.99,0.0833,2002,"Financial Year (Apr - Mar), 2002"
2113,India,2003-04,83,MISCELLANEOUS ARTICLES OF BASE METAL,33164.53,0.0924,2003,"Financial Year (Apr - Mar), 2003"
2114,India,2005-06,83,MISCELLANEOUS ARTICLES OF BASE METAL,61864.45,0.0937,2005,"Financial Year (Apr - Mar), 2005"
2115,India,1999-00,83,MISCELLANEOUS ARTICLES OF BASE METAL,20655.83,0.0958,1999,"Financial Year (Apr - Mar), 1999"
2116,India,2004-05,83,MISCELLANEOUS ARTICLES OF BASE METAL,48933.98,0.0977,2004,"Financial Year (Apr - Mar), 2004"
2117,India,2008-09,83,MISCELLANEOUS ARTICLES OF BASE METAL,143034.05,0.1041,2008,"Financial Year (Apr - Mar), 2008"
2118,India,2006-07,83,MISCELLANEOUS ARTICLES OF BASE METAL,87716.61,0.1044,2006,"Financial Year (Apr - Mar), 2006"
2119,India,2007-08,83,MISCELLANEOUS ARTICLES OF BASE METAL,105719.59,0.1044,2007,"Financial Year (Apr - Mar), 2007"
2120,India,2009-10,83,MISCELLANEOUS ARTICLES OF BASE METAL,155865.19,0.1143,2009,"Financial Year (Apr - Mar), 2009"
2121,India,2011-12,83,MISCELLANEOUS ARTICLES OF BASE METAL,285303.26,0.1216,2011,"Financial Year (Apr - Mar), 2011"
2122,India,2012-13,83,MISCELLANEOUS ARTICLES OF BASE METAL,331035.72,0.124,2012,"Financial Year (Apr - Mar), 2012"
2123,India,2010-11,83,MISCELLANEOUS ARTICLES OF BASE METAL,213903.71,0.1271,2010,"Financial Year (Apr - Mar), 2010"
2124,India,2013-14,83,MISCELLANEOUS ARTICLES OF BASE METAL,387602.33,0.1427,2013,"Financial Year (Apr - Mar), 2013"
2125,India,2014-15,83,MISCELLANEOUS ARTICLES OF BASE METAL,446582.43,0.1632,2014,"Financial Year (Apr - Mar), 2014"
2126,India,2021-22,83,MISCELLANEOUS ARTICLES OF BASE METAL,846103.63,0.185,2021,"Financial Year (Apr - Mar), 2021"
2128,India,2016-17,83,MISCELLANEOUS ARTICLES OF BASE METAL,488350.14,0.1895,2016,"Financial Year (Apr - Mar), 2016"
2129,India,2018-19,83,MISCELLANEOUS ARTICLES OF BASE METAL,691040.12,0.1922,2018,"Financial Year (Apr - Mar), 2018"
2130,India,2017-18,83,MISCELLANEOUS ARTICLES OF BASE METAL,578061.19,0.1926,2017,"Financial Year (Apr - Mar), 2017"
2131,India,2015-16,83,MISCELLANEOUS ARTICLES OF BASE METAL,480004.74,0.1927,2015,"Financial Year (Apr - Mar), 2015"
2132,India,2019-20,83,MISCELLANEOUS ARTICLES OF BASE METAL,662773.25,0.1972,2019,"Financial Year (Apr - Mar), 2019"
2133,India,2013-14,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",18527012.36,6.8229,2013,"Financial Year (Apr - Mar), 2013"
2134,India,2014-15,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",19416276.88,7.0938,2014,"Financial Year (Apr - Mar), 2014"
2135,India,2012-13,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",19173606.35,7.1834,2012,"Financial Year (Apr - Mar), 2012"
2136,India,2011-12,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",18000164.73,7.6745,2011,"Financial Year (Apr - Mar), 2011"
2137,India,1999-00,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",1680586.48,7.7975,1999,"Financial Year (Apr - Mar), 1999"
2138,India,2010-11,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",13216194.09,7.8506,2010,"Financial Year (Apr - Mar), 2010"
2139,India,2017-18,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",24381593.29,8.1244,2017,"Financial Year (Apr - Mar), 2017"
2140,India,2021-22,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",37711465.06,8.247,2021,"Financial Year (Apr - Mar), 2021"
2141,India,2001-02,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",2026519.31,8.2648,2001,"Financial Year (Apr - Mar), 2001"
2142,India,2009-10,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",11368281.72,8.3361,2009,"Financial Year (Apr - Mar), 2009"
2143,India,2016-17,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",21522965.38,8.3498,2016,"Financial Year (Apr - Mar), 2016"
2144,India,2002-03,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",2482937.08,8.3543,2002,"Financial Year (Apr - Mar), 2002"
2145,India,2000-01,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",1935569.35,8.3837,2000,"Financial Year (Apr - Mar), 2000"
2146,India,2018-19,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",30636841.52,8.5228,2018,"Financial Year (Apr - Mar), 2018"
2147,India,2015-16,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF",21542902.4,8.6507,2015,"Financial Year (Apr - Mar), 2015"
